lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,2.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,1.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,41.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,44.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,8.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,1.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,4.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,48.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,42.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,6.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,3.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,60.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,35.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,3.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,0.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,57.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,37.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,4.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,1.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,55.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,37.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,6.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,0.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,58.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,32.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,6.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,63.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,33.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,2.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,1.0
Totalmente en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,0.0
NO SABE/NO RESPONDE,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,2.0
Totalmente de acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,62.0
De acuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,33.0
Ni de acuerdo ni en desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,3.0
En desacuerdo,promu,El personal educativo promueve que los(las) niños(as) amplíen su comunicación y/o lenguaje durante su estancia en la guardería,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,0.0
